8,-7,245894
7.79812,-7.02135,222723
7.59626,-7.04261,201736
7.39443,-7.06376,182726
7.19262,-7.08483,165508
6.99084,-7.10579,149912
6.78908,-7.12667,135785
6.58734,-7.14745,122990
6.38563,-7.16814,111401
6.18394,-7.18874,100903
5.98228,-7.20925,91394.8
5.78063,-7.22967,82782.4
5.57901,-7.25001,74981.6
5.37741,-7.27026,67915.9
5.17583,-7.29043,61516
4.97427,-7.31052,55719.1
4.77273,-7.33052,50468.6
4.57122,-7.35045,45712.7
4.36972,-7.37029,41405
4.16825,-7.39005,37503.3
3.96679,-7.40974,33969.2
3.76535,-7.42934,30768.1
3.56393,-7.44888,27868.7
3.36254,-7.46833,25242.5
3.16116,-7.48771,22863.8
2.95979,-7.50702,20709.2
2.75845,-7.52626,18757.7
2.55713,-7.54542,16990.1
2.35582,-7.56451,15389
2.15453,-7.58353,13938.8
1.95326,-7.60248,12625.3
1.752,-7.62136,11435.5
1.55076,-7.64018,10357.9
1.34954,-7.65892,9381.81
1.14834,-7.6776,8497.7
0.947151,-7.69622,7696.91
0.745979,-7.71477,6971.58
0.544823,-7.73325,6314.6
0.343684,-7.75167,5719.54
0.14256,-7.77003,5180.54
-0.0585489,-7.78832,4692.35
-0.259642,-7.80655,4250.15
-0.46072,-7.82472,3849.63
-0.661783,-7.84283,3486.85
-0.862831,-7.86088,3158.26
-1.06386,-7.87887,2860.63
-1.26488,-7.8968,2591.05
-1.46589,-7.91468,2346.88
-1.66688,-7.93249,2125.71
-1.86786,-7.95025,1925.39
-2.06882,-7.96795,1743.94
-2.26977,-7.98559,1579.6
-2.4707,-8.00318,1430.74
-2.67162,-8.02071,1295.91
-2.87253,-8.03819,1173.78
-3.07343,-8.05562,1063.17
-3.27431,-8.07299,962.975
-3.47518,-8.09031,872.225
-3.67603,-8.10757,790.027
-3.87688,-8.12479,715.576
-4.07771,-8.14195,648.14
-4.27853,-8.15906,587.06
-4.47933,-8.17612,531.736
-4.68013,-8.19313,481.625
-4.88091,-8.21009,436.237
-5.08168,-8.227,395.126
-5.28244,-8.24386,357.889
-5.48318,-8.26067,324.162
-5.68392,-8.27744,293.613
-5.88464,-8.29415,265.943
-6.08535,-8.31082,240.88
-6.28605,-8.32744,218.179
-6.48674,-8.34402,197.618
-6.68742,-8.36055,178.994
-6.88809,-8.37703,162.126
-7.08874,-8.39347,146.847
-7.28939,-8.40987,133.008
-7.49002,-8.42622,120.473
-7.69065,-8.44252,109.12
-7.89126,-8.45878,98.8361
-8.09186,-8.475,89.5216
-8.29246,-8.49117,81.085
-8.49304,-8.5073,73.4434
-8.69361,-8.52339,66.522
-8.89418,-8.53944,60.2529
-9.09473,-8.55544,54.5745
-9.29527,-8.57141,49.4313
-9.4958,-8.58733,44.7728
-9.69633,-8.60321,40.5534
-9.89684,-8.61905,36.7315
-10.0973,-8.63485,33.2699
-10.2978,-8.65061,30.1344
-10.4983,-8.66633,27.2945
-10.6988,-8.68201,24.7222
-10.8993,-8.69765,22.3923
-11.0997,-8.71326,20.282
-11.3002,-8.72882,18.3706
-11.5006,-8.74435,16.6393
-11.701,-8.75983,15.0712
-11.9015,-8.77529,13.6508
-12.1019,-8.7907,12.3643
-12.3023,-8.80608,11.1991
-12.5027,-8.82142,10.1436
-12.7031,-8.83672,9.18768
-12.9034,-8.85199,8.3218
-13.1038,-8.86722,7.53753
-13.3042,-8.88241,6.82717
-13.5045,-8.89757,6.18375
-13.7049,-8.91269,5.60098
-13.9052,-8.92778,5.07312
-14.1055,-8.94284,4.59501
-14.3059,-8.95786,4.16196
-14.5062,-8.97284,3.76972
-14.7065,-8.98779,3.41445
-14.9068,-9.00271,3.09266
-15.1071,-9.01759,2.8012
-15.3073,-9.03244,2.5372
-15.5076,-9.04726,2.29808
-15.7079,-9.06205,2.0815
-15.9081,-9.0768,1.88533
-16.1084,-9.09152,1.70765
-16.3086,-9.1062,1.54672
-16.5089,-9.12086,1.40095
-16.7091,-9.13548,1.26892
-16.9093,-9.15007,1.14933
-17.1095,-9.16463,1.04101
-17.3098,-9.17916,0.942901
-17.51,-9.19365,0.854038
-17.7101,-9.20812,0.773549
-17.9103,-9.22256,0.700647
-18.1105,-9.23696,0.634614
-18.3107,-9.25134,0.574805
-18.5108,-9.26568,0.520633
-18.711,-9.28,0.471566
-18.9112,-9.29428,0.427123
-19.1113,-9.30854,0.386869
-19.3114,-9.32276,0.350409
-19.5116,-9.33696,0.317384
-19.7117,-9.35113,0.287472
-19.9118,-9.36527,0.26038
-20.1119,-9.37938,0.23584
-20.312,-9.39346,0.213613
-20.5121,-9.40751,0.193481
-20.7122,-9.42154,0.175246
-20.9123,-9.43554,0.15873
-21.1124,-9.44951,0.143771
-21.3125,-9.46345,0.130221
-21.5125,-9.47736,0.117948
-21.7126,-9.49125,0.106832
-21.9126,-9.50511,0.0967637
-22.1127,-9.51895,0.0876441
-22.3127,-9.53275,0.079384
-22.5128,-9.54653,0.0719024
-22.7128,-9.56029,0.0651259
-22.9128,-9.57401,0.0589881
-23.1128,-9.58771,0.0534287
-23.3129,-9.60139,0.0483932
-23.5129,-9.61504,0.0438324
-23.7129,-9.62866,0.0397014
-23.9129,-9.64226,0.0359597
-24.1128,-9.65583,0.0325706
-24.3128,-9.66938,0.0295009
-24.5128,-9.6829,0.0267206
-24.7128,-9.69639,0.0242023
-24.9128,-9.70987,0.0219213
-25.1127,-9.72331,0.0198553
-25.3127,-9.73673,0.017984
-25.5126,-9.75013,0.0162891
-25.7126,-9.76351,0.0147539
-25.9125,-9.77685,0.0133634
-26.1124,-9.79018,0.0121039
-26.3124,-9.80348,0.0109632
-26.5123,-9.81676,0.00992994
-26.7122,-9.83001,0.00899407
-26.9121,-9.84324,0.00814641
-27.112,-9.85645,0.00737864
-27.3119,-9.86963,0.00668323
-27.5118,-9.88279,0.00605335
-27.7117,-9.89593,0.00548284
-27.9116,-9.90904,0.0049661
-28.1115,-9.92213,0.00449806
-28.3114,-9.9352,0.00407413
-28.5112,-9.94825,0.00369016
-28.7111,-9.96127,0.00334237
-28.911,-9.97427,0.00302736
-29.1108,-9.98725,0.00274204
-29.3107,-10.0002,0.00248361
-29.5105,-10.0131,0.00224954
-29.7104,-10.0261,0.00203753
-29.9102,-10.0389,0.0018455
