0,-13.8711
1,-13.8842
2,-13.8969
3,-13.9092
4,-13.9212
5,-13.9328
6,-13.9441
7,-13.955
8,-13.9655
9,-13.9756
10,-13.9854
11,-13.9949
12,-14.0039
13,-14.0126
14,-14.0209
15,-14.0289
16,-14.0364
17,-14.0436
18,-14.0504
19,-14.0569
20,-14.063
21,-14.0686
22,-14.0739
23,-14.0789
24,-14.0834
25,-14.0876
26,-14.0914
27,-14.0948
28,-14.0978
29,-14.1004
30,-14.1026
31,-14.1045
32,-14.106
33,-14.107
34,-14.1077
35,-14.108
36,-14.1079
37,-14.1074
38,-14.1065
39,-14.1052
40,-14.1035
41,-14.1014
42,-14.0989
43,-14.0961
44,-14.0928
45,-14.0891
46,-14.085
47,-14.0805
48,-14.0756
49,-14.0703
50,-14.0646
51,-14.0584
52,-14.0519
53,-14.045
54,-14.0376
55,-14.0298
56,-14.0217
57,-14.0131
58,-14.004
59,-13.9946
60,-13.9848
61,-13.9745
62,-13.9638
63,-13.9527
64,-13.9412
65,-13.9292
66,-13.9169
67,-13.9041
68,-13.8909
69,-13.8772
70,-13.8631
71,-13.8486
72,-13.8337
73,-13.8183
74,-13.8025
75,-13.7863
76,-13.7697
77,-13.7526
78,-13.735
79,-13.7171
80,-13.6987
81,-13.6798
82,-13.6605
83,-13.6408
84,-13.6206
85,-13.6
86,-13.579
87,-13.5575
88,-13.5355
89,-13.5131
90,-13.4903
91,-13.467
92,-13.4433
93,-13.4191
94,-13.3945
95,-13.3694
96,-13.3438
97,-13.3178
98,-13.2914
99,-13.2645
100,-13.2371
101,-13.2093
102,-13.181
103,-13.1522
104,-13.123
105,-13.0934
106,-13.0632
107,-13.0326
108,-13.0016
109,-12.97
110,-12.938
111,-12.9056
112,-12.8726
113,-12.8392
114,-12.8053
115,-12.771
116,-12.7361
117,-12.7008
118,-12.6651
119,-12.6288
120,-12.5921
121,-12.5549
122,-12.5172
123,-12.479
124,-12.4403
125,-12.4012
126,-12.3616
127,-12.3215
128,-12.2809
129,-12.2398
130,-12.1982
131,-12.1562
132,-12.1136
133,-12.0706
134,-12.0271
135,-11.983
136,-11.9385
137,-11.8935
138,-11.848
139,-11.802
140,-11.7555
141,-11.7085
142,-11.661
143,-11.613
144,-11.5645
145,-11.5155
146,-11.466
147,-11.416
